person,label
ce07e87b,0.19
3e999bef,0.315
bb4c2005,0.004
a4cffde0,0.158
a8d01d7f,0.129
e4b838ce,0.097
c0aa2595,0.023
53c81963,0.098
0337d5ce,0.088
beb282da,0.018
00b1b9d0,0.37
43a614ab,0.076
8c54e2ee,0.122
531a6385,0.5683768459206467
9479169f,0.011
4c0dc2e5,0.267
a3c4e6a2,0.094
bd438105,0.052
314b0741,0.193
967a21bf,0.0
b4a353f6,0.045
5437de8d,0.0
45758c2f,0.0
09b0e60b,0.01
5b14308c,0.049
469b03d4,0.106
246dc465,0.041
3150f57c,0.129
c356ef03,0.0
47e72d13,0.129
32cc7208,0.24780897522355355
7f9a94c2,0.062
1d3f4f3f,0.225
45c6dfdc,0.081
ab9fd1f7,0.05
8dba431b,0.035
9427514d,0.271
0ecfca50,0.085
2f7e4496,0.002
a242c4dd,0.004
391143bd,0.292
8b6e89e3,0.242
9b831e33,0.108
c1a1d786,0.017330026853606365
55a627f6,0.05
31e062cf,0.184
08e040a4,0.027
629a6941,0.124
075e85f8,0.034
8c18dca5,0.008
84fca32c,0.073
1676e1fd,0.00196875
818a6f90,0.073
32c56bbf,0.026
3813e029,0.096
01af6573,0.14
15ed28c8,0.092
fc07daee,0.13
075c5198,0.029
ce366032,0.01
3bfc0ef7,0.143
91f1565d,0.048
61fbc204,0.018
0f4eb377,0.271
3ae452f4,0.266
a4c38031,0.089
399448e2,0.071
bfd1e5fa,0.113
8d248524,0.041
85984185,0.264
51f8f102,0.013
30a389b9,0.12
406a111f,0.025
35b4c78a,0.084
9a36f893,0.094
a86b2b18,0.067
3587680c,0.265
ef0ea2f8,0.004
c701a73b,0.169
30cac88d,0.157
1a684dec,0.302
12511bec,0.269
67a3e8b5,0.015
ed1bd47a,0.13
be049694,0.203
feae3a24,0.052
509fac54,0.08
de905924,0.126
8c75a7ef,0.68
56370234,0.035
05832043,0.005
196fa4e4,0.054
7a7db25b,0.211
ec4fc555,0.011
29d83daa,0.0
3306d3e5,0.313
d14ea638,0.153
8663bd91,0.12418255576358551
86f7cd53,0.089
037a2f9e,0.014
10895fab,0.045
b8c46d39,0.07
b40a0096,0.005
b7558340,0.127
f17b0c3c,0.026
05fdf4d4,0.141
3b48d02d,0.006
6d8d66c6,0.087
3ec6a070,0.003
b42855a1,0.029
d8f7ceaa,0.0
5a83b6ad,0.141
3afd399e,0.081
0e085e1a,0.069
3316dadb,0.0
a24702e2,0.038
9979d6ae,0.035
f10c5fb7,0.01
f967c243,0.174
a094dfe5,0.017
17a566be,0.106
dd4f07d0,0.081
8ec1d18e,0.284
dd1f0cdf,0.055
b3521515,0.002
6c9d1efc,0.37
131ef60f,0.002
5044652b,0.207
9fa8316f,0.28
205b70a2,0.171
4e43f263,0.013
d6071127,0.072
3d5be8c9,0.012
049c35a9,0.496
a9685833,0.081
47f72ace,0.151
eac7ec17,0.084
4beeb20e,0.005
7e62a26b,0.0
84903b1f,0.013
04287e35,0.117
b86fc19c,0.361
a4f98f90,0.0
7ef0c48a,0.005
60acc084,0.012
829c3aa6,0.0
c5957a4d,0.007
4a0f13fe,0.062
9ef1f3c9,0.012
b40a493e,0.128
ab279c6c,0.001
fe73556d,0.044
006fc943,0.116
b7202758,0.03
24a1ae90,0.05
3c0702cb,0.153
cb42a8a7,0.0
dc0a1779,0.05626864809062279
d2942a41,0.023
fafdf609,0.069
5246d2b4,0.069
0ba4e604,0.116
848cc9bd,0.157
5b2142e9,0.071
e3e70391,0.0
626d2cd6,0.0
5c883c80,0.136
a82ca219,0.17
49923f05,0.14
e9017eaa,0.009
05fab3e2,0.20889583333333334
5dfbdae3,0.12
aae029c6,0.194
d57acb40,0.063
07a7e6be,0.105
3792f9c1,0.065
3ee9bc2e,0.325
b3c52846,0.133
d30f4a69,0.146
cec7a4bd,0.013880952380952381
ed3b772d,0.015
cf994a08,0.217
5cb6c049,0.015
32e101e3,0.0
012d8fd8,0.345
aaab7b80,0.094
77dbfe60,0.048
c1010c6d,0.102
cbe3be2e,0.134
7ee93c8d,0.017
5b9427d3,0.019
044df6bc,0.31
ddeb5530,0.037
15ca67ea,0.0
96a88e59,0.542
fa54a67d,0.059
78048771,0.021
c133d192,0.093
793b14f2,0.126
ca0c7464,0.138
1be11956,0.05
7d113130,0.1
5849e449,0.164
3dc3e4f8,0.142
258f217d,0.007
d6b3a67c,0.058
5bcf6cd8,0.004
26fafe2c,0.079
8dfd6a41,0.02
1285927f,0.142
15344c67,0.051
6dd1d9d8,0.17
8a310321,0.0
ee49989a,0.07
8d38e9a5,0.002
2773710e,0.022
d5c05878,0.118
8597195b,0.161
83269101,0.097
db599143,0.046
08991bf9,0.201
e9aec07a,0.103
b3d668e9,0.176
23c2b2cd,0.562
df882002,0.008
e8c754f7,0.033
618388ac,0.015
0e738801,0.004
12226507,0.189
755082cf,0.4657647306397307
8d038f6a,0.023
05e816e1,0.04
0bf0f4b8,0.012
018c1154,0.003
38b66a87,0.0
8e9dc4f9,0.006
6dadb140,0.003
e43ac1a0,0.026
c1933643,0.012
a62de774,0.013952380952380952
e34d9541,0.224
c5b412fe,0.01
78bfa6a9,0.01
bb7b8411,0.044
0dad8ce0,0.024
8f971140,0.004
c50ca152,0.107
b3828db5,0.257
fcb47e2b,0.0
ecd15314,0.007
395e35e1,0.146
1978e8a5,0.147
6b1f5017,0.372
0a3a754c,0.069
ada50143,0.021
9a5f8232,0.227
77f27026,0.034
571ef0f4,0.275
8b6d30b2,0.151
03d5db8f,0.0
1f17de40,0.105
34cf7464,0.3096975
5f2ba6a1,0.001
38b844cb,0.01728358652082942
7fc948cd,0.058
6d3fa121,0.053
0fb0e13c,0.229
a5ab3141,0.054
abc6b126,0.0
7b0d8976,0.064
346aebaa,0.0
0c4aa321,0.0
9ce8abb3,0.112
b0b5d382,0.143
89b86cc2,0.087
174bbe75,0.0
1003b1b3,0.027
eba8faaf,0.149
d5f4ea27,0.189
b4092bfc,0.0
fb6999b1,0.134
f554639d,0.93976025036275
ee9ec4aa,0.088
4ee0e1fc,0.146
6013e2cd,0.0
b03c1a1c,0.087
0556c3b8,0.049
765e0fb6,0.002
6446fb96,0.073
ed60a3ea,0.011
c505ef17,0.219
1e1952e7,0.109
38fed89b,0.152
ffa28549,0.011
a547ec1c,0.13
25c33cf4,0.06
1b19ab63,0.34
822546bc,0.108
8dcb5433,0.005
b679280b,0.21
a40f45e9,0.036
ceccdb50,0.011
34e64e88,0.2
6863bbc8,0.109
880b13ad,0.197
b21bcc6a,0.098
619ef022,0.067
0c1105ed,0.017
13cd8455,0.001
ce5b0018,0.037
f0635a47,0.061
18271e21,0.053
7a5b7659,0.156
9caa0ab8,0.178
c72a6cd3,0.109
5de03756,0.088
55a58926,0.07057333333333334
689a9a99,0.208
5b790037,0.144
a1ab5834,0.001
64da4cbf,0.0
f24c5fc9,0.115
37819f90,0.0
6aa5f8e1,0.015
d3fa175a,0.011
1cb9f6b8,0.0
6c85c171,0.071
c275534c,0.006
0ee4c3de,0.11
b4ec7ca6,0.096
486eb592,0.087
6a51c12d,0.101
15135e58,0.276
4495e172,0.062
4db16849,0.027
c1d6434d,0.036
062d7384,0.118
00b5303d,0.042
7ea51d21,0.11407439845968943
8e2a329e,0.087
cd603c5c,0.233
8685093e,0.005
f1e64960,0.1
120d18a9,0.183
5f7c168c,0.001
34b53d0c,0.045
054c06b7,0.077
752f5ff1,0.0
b3433c4a,0.012
a838a3ac,0.9584812645260223
b4d02484,0.35
e4aba04d,0.035
96ad02f8,0.197
c9d6ace1,0.066
f900cc70,0.122
93bb9b2f,0.038983828475601716
4e59e7fa,0.199
19d3a268,0.012
8f506b39,0.0
9941e2c9,0.023
1399f441,0.001
a807cd06,0.137
978e076b,0.059
36fc008b,0.128
8e825724,0.021
39199dfc,0.001
87ea0eed,0.017
42c05b22,0.002
4d2b09f5,0.0427037037037037
cb17811c,0.17
487e6bbe,0.075
27e51f8d,0.159
bd3d1c48,0.118
903e0a50,0.005
a931d4ff,0.015
4cd5a8aa,0.013
7ba05207,0.133
f5fb228f,0.0
f1a33ec7,0.019
edef901b,0.1754310329122442
9069d261,0.366
241af2b1,0.178
a782115e,0.0009565217391304348
d079f591,0.038
ae5b937c,0.0
b568bbc7,0.008
2df6bc0c,0.024
cfd0afbb,0.009
7f026072,0.109
21858191,0.0
2a510054,0.0
a457ac65,0.232
520dccde,0.041
4004f556,0.014
da91811e,0.0
16004086,0.132
d0364374,0.011521150298579946
4a279402,0.002
95481666,0.063
a0e4869e,0.117
a358e3eb,0.085
3cc122e4,0.009
af4b831b,0.019
6a98d696,0.101
1d827d55,0.0
ad2e7b83,0.229
08d3db92,0.137
77cc1a7e,0.0
473772bb,0.01
71057439,0.069
553d7f42,0.192
e0907151,0.155
eb53671f,0.025
e36f346b,0.239
e5e35a5f,0.089
e3a9a645,0.008
112a5fef,0.037
6d7943dc,0.005
2f6241b3,0.075
9dd22d6f,0.071
e2dc0d84,0.7494869052818927
fbb4737b,0.041
ef53bdc4,0.034
b1ea6b52,0.113
72488c19,0.027
f20584dd,0.2678860398860398
08c15659,0.0
52407601,0.107
112846e0,0.081
0311c318,0.233
1bce2503,0.003
816e67ff,0.055
028d0864,0.1370999141811061
63a1da43,0.009711538461538462
d10e8bec,0.086
ff69d6dc,0.0
73afb1be,0.002
beee3212,0.004
03d269f6,0.065
9d0288b5,0.028
888a11a2,0.094
c6b1d8a8,0.0
f8b16dcd,0.0
ffdafc72,0.143
22c0d301,0.041739094982909175
d609dd0e,0.01891750841750842
14e8a4e4,0.099
b715948d,0.145
f7916afa,0.008
8607146c,0.132
6b9151d0,0.063
5e847022,0.122
c4c87674,0.001
a07310fe,0.032
2133046c,0.117
78681bab,0.095
6e7e46bc,0.134
5b870a9f,0.013395479203835152
4334f96c,0.068
927e9014,0.051
4891fd90,0.08
663d79b2,0.036
64d63685,0.05
8a5b0208,0.067
32421b39,0.10828743140326384
ffa0d7a0,0.0
79e88fc8,0.061
fab73f46,0.252
ae6bbc7e,0.002
104090c6,0.039
db08f1ae,0.194
c6c8f3cb,0.236
ea4818db,0.078
ffbb282f,0.035
3aaa644b,0.14176361326000425
b833c702,0.573
bf0c8fb2,0.064
fcd9d93a,0.159
2bc0d981,0.031
2c3744f5,0.054
1e9c7469,0.04
e58e5adb,0.008
1d44c9de,0.042
d4680fa9,0.179
3d7a52cb,0.093
3008db1e,0.03
6a818ca2,0.256
444a96dc,0.119
c02c5e56,0.035
65c97ace,0.142
56af763a,0.0
aabaaac3,0.128
27112590,0.0
908d41eb,0.064
38b6eddc,0.003
99de1ea7,0.132
03b999c7,0.148
a75e57a0,0.014
d093d389,0.014
7cd272bd,0.039
b2e276ca,0.076
869d0f8b,0.027
d17f3e33,0.066
890f378f,0.077
55103a4f,0.055
01c9f8d2,0.14298916425777747
e730c9d5,0.101
623132a0,0.0006956521739130434
76616990,0.197
49d11b2b,0.057
297c0103,0.196
09e890f1,0.009
da1cc049,0.014
c96eadfa,0.0
36e767ba,0.078
1baaee4c,0.29408476553536866
a264cfb3,0.006
801ae277,0.016
d99c81e8,0.049
70d6783b,0.029
c1336536,0.125
d382559e,0.098
1f73db98,0.004
549a5e1b,0.276
27be2210,0.102
6ef7edcd,0.04
68bb6e54,0.048
07b96270,0.065
842eecae,0.0
11e1bf8b,0.076
771ddcc2,0.016
916cc097,0.029
6330527b,0.189
bd94ef51,0.015
39896b5b,0.05087458193979934
0ee2cb99,0.087
2816eb08,0.13
72687f01,0.158
da99028a,0.014
48cb1cb1,0.069
72c0cd6b,0.092
5dcbe595,0.057
1f919431,0.137
03bb6dc9,0.002
c92c3328,0.041
b9ed743c,0.018
205d77d7,0.162
1a6498ed,0.149
3f6c9fe0,0.032
3fc8b3fe,0.005900000000000001
29b9f07e,0.0
e7282b34,0.0422662037037037
100ff712,0.116
25b77cf2,0.084
203881b1,0.057
66fa6241,0.019
eb40c8c1,0.128
e93b04e2,0.015
390d180a,0.017
8cdc7297,0.0
1c349735,0.044
1a694e3c,0.014
eecc7719,0.109
fce658e9,0.058
6c26ff10,0.014
82853c43,0.403
2b510455,0.124
0f18f196,0.058
343b1fad,0.047
c2b0b7cc,0.127
dcbecf6f,0.176
a012c92d,0.005954545454545455
edb9c7ad,0.222
c07c7a0f,0.057
c4c6021b,0.023
2753d362,0.101
e46cd1a9,0.0
4378ff7f,0.113
8eea78b1,0.1
86083dd4,0.064
5613ba35,0.323
3a6c87c4,0.009
3a84de00,0.019
3365cd6c,0.059
169956b0,0.229
25950776,0.331
1ab95a66,0.23292291403267013
9a886433,0.37685
6e81ed75,0.057
6af63e25,0.035
bee01672,0.051
f345a49c,0.214
c21fe110,0.198
989674b9,0.011
ef3c3285,0.171
b86febfb,0.03780952380952381
6e46da0e,0.072
0c8db2e0,0.036
38e7b3f1,0.135
44032147,0.168
a6f50b47,0.149
b11c3935,0.008
a5d6408b,0.19881074168797955
b998d158,0.058
49954375,0.175
753207dc,0.014
69758997,0.0
16d284c9,0.10237996367129229
1230801a,0.116
18594cce,0.053
e39e5931,0.004
98f817d6,0.01673913043478261
7c43e04a,0.013
f50f6ce6,0.0
8a641afc,0.089
445c5b9f,0.016
acdf8cdd,0.098
2d242be6,0.213
9dcf5b1b,0.052
b4388c45,0.082
12cfdb4c,0.139
9a152ea9,0.01
79c13509,0.078
d8caae0e,0.016
ae8f2b02,0.107
2f21f7fe,0.059
c13dcf49,0.071
5130e4fb,0.037
a9f08ac1,0.101
652f2bd2,0.105
a72cb8c1,0.066
87dc89e1,0.064
acebe45d,0.043
11310cbb,0.125
02c73278,0.0
11767781,0.234
aca39d99,0.002
4378cf86,0.025
9aaf56d0,0.051
38b62c5e,0.229
d5f053cc,0.072
197ef627,0.143
33d15fa0,0.023
f44fe21c,0.066
9f009336,0.25
3bad6b96,0.373
c6164406,0.093
468e0e36,0.088
2f80708f,0.244
6d16f923,0.151
1a59ae16,0.119
f61f68a7,0.018
683ad4fb,0.055
78f6ee69,0.049
ef9d08c6,0.003
8901dea1,0.008
354df148,0.016
0c0580c3,0.146
f3ca1a1d,0.057
4bdbc8ac,0.063
00202cdb,0.011
efc96610,0.14
21b0febb,0.15
e00a282c,0.055
0dbcf50c,0.137
632ef48c,0.0
764d676d,0.069
9f3ec30c,0.098
98ca0da9,0.066
9f48ed93,0.147
44b95dc1,0.017
06ad410f,0.136
00556ee5,0.018
19023bc9,0.166
a541a4d1,0.004
0cffd1be,0.1
51c6b4dd,0.262
f2269614,0.001
f5073a2f,0.137
0ce50d9c,0.148
927cef50,0.6545419877639832
e40c2571,0.399
cdc54c1b,0.138
a2f7ddbf,0.16
7b0241c6,0.007
d19d2bcc,0.104
955cf839,0.207
478e8618,0.034
06377ced,0.013
bbc79c52,0.015
3bf0d722,0.11276627481713689
7e449e8a,0.148
d09c0ec1,0.017
52f769c9,0.021
7b6734d6,0.087
c8473405,0.082
96073407,0.002
527c61dd,0.001
3045a015,0.001
f7d52580,0.154
5591960a,0.028
10e34c40,0.058
e14c2c6e,0.029
1547f96a,0.098
a58fb108,0.006
4dc33c3d,0.0
96873f0e,0.001
ddc8ab3f,0.112
df3bbb7f,0.001
5230f51f,0.156
b4f33d0b,0.018
185bfa26,0.076
ae92f2a6,0.207
0b305d74,0.103
e08e6351,0.081
c73b5a5b,0.002
17638b36,0.066
53b7fca7,0.102
39348140,0.124
eb1b1864,0.088
e1aeb959,0.115
e473598f,0.042
a5763e40,0.052
79cee8d5,0.093
4a14c662,0.09
3d0ca4f9,0.063
92187611,0.119
2b235dc0,0.059
5b57ff24,0.064
90c00a2a,0.076
e6288df4,0.001
74a8e419,0.001
c3054d05,0.0
843df09b,0.011
5769b11e,0.156
671b06e7,0.203
331fd6f4,0.104
3e8519a8,0.01
2bd87a87,0.023
152312a5,0.069
eaed24b5,0.018
235131b3,0.004
951e4ddd,0.005
82a973b8,0.0
95620946,0.043
f44acd54,0.011
0c64525d,0.166
17423722,0.04
7e31d08e,0.087
390f3b35,0.078
59ae9443,0.091
6ed41465,0.038
327766b8,0.08
3c331d1a,0.043
fa4d27cc,0.021
6e444d7f,0.068
da2de346,0.092
fc87a52a,0.159
e7fb5d3e,0.063
e2a0050b,0.207
c0600bf5,0.005
c98bb343,0.101
ff77d8a0,0.087
2a72349f,0.109
fccbb53a,0.005710526315789473
a5d4d89e,0.139
bb59a099,0.064
502ea9c2,0.304
af27a8ab,0.004
6a33ccb8,0.159
2f7aa2e1,0.5
b99bbc45,0.164
a764cf60,0.121
92a9ef15,0.0
662b6370,0.006
d2705dda,0.097
7e83d5b4,0.067
7255de04,0.175
c3307228,0.017
87898333,0.023
f800cb16,0.024
a8a5a7cb,0.133
dcc51e56,0.071
c39dd223,0.128
f1ee6494,0.107
25c16edf,0.037
4a700168,0.01
b42ec72f,0.15
4cdd88de,0.005
d7bd2e47,0.298
c9099565,0.09961304347826086
994635a5,0.023
3852ce70,0.051
18922860,0.011
45d6123e,0.002
fe830278,0.005
a4dc6fdf,0.0
92efcc71,0.17297619047619048
80e93df4,0.122
4517069b,0.059
091d4e3a,0.109
a895de06,0.097
60a65bc4,0.207
6e046168,0.0
94504aaf,0.024
5e5c08d5,0.022
2f04de1b,0.001
41367aa5,0.017
e7491674,0.073
d0e73090,0.071
e68d059b,0.184
b0466ec8,0.056
d5aa56d6,0.018
043498e0,0.101
5fb6955a,0.186
e62b662c,0.09
7a9b864f,0.0
d9c0e3ed,0.002
d01f9556,0.022
624b8413,0.273
0c4f0376,0.0
d02fa98b,0.2
6426a1d5,0.038
37590742,0.198
2a7e7094,0.079
c76d35da,0.0
254d3e9a,0.058
48ac92d6,0.027
af2115a9,0.028356422199518175
c5219b2a,0.05
140cf28f,0.046
53c0698d,0.0
